"PartnerId","CustomerId","CustomerName","CustomerDomainName","CustomerCountry","InvoiceNumber","MpnId","OrderId","OrderDate","ProductId","SkuId","AvailabilityId","SkuName","ProductName","ChargeType","UnitPrice","Quantity","Subtotal","TaxTotal","Total","Currency","PriceAdjustmentDescription","PublisherName","PublisherId","SubscriptionDescription","SubscriptionId","ChargeStartDate","ChargeEndDate","TermAndBillingCycle","EffectiveUnitPrice","UnitType","AlternateId","BillableQuantity","BillingFrequency","PricingCurrency","PCToBCExchangeRate","PCToBCExchangeRateDate","MeterDescription","ReservationOrderId","CreditReasonCode","SubscriptionStartDate","SubscriptionEndDate","ReferenceId","ProductQualifiers","PromotionId"
"8bd6856a-5363-42a4-9c85-39747740a018","e655d450-f1ad-4d6a-91bd-0b9333b0ed01","Cima+","CimaO365.onmicrosoft.com","CA","G004733043","667319","jYWG2rJRuQBFYwMWlsjcTqCDGRESt3rH1","07/03/2021","DZH318Z0BP0L","0024","DZH318Z0B9L6","Standard HDD Managed Disks - S6 LRS - CA East","Standard HDD Managed Disks","new","3.309","1","10.21","1.33","11.54","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","ed073638-6dd0-7344-677a-77d0569bc725","06/01/2021","06/30/2021","1 Disk/Month","2.81265","1/Month","2fe7b2c57b9a","3.00024","","USD","1.2115","06/30/2021","Standard HDD Managed Disks - S6 - Disks/Month - CA East","838A1E5738DF9A5B2522DA7CC253910C6E1CF5087B87B0D7E34EFD81F8C2AD07","","","","06f6db51-08a7-462d-b82c-10970eeb46cc","",""
"8bd6856a-5363-42a4-9c85-39747740a018","7bdb7cab-cb62-4d48-b041-da37698eb66e","IS5Communications Inc.","is5com.com","CA","G004733043","667319","WHuGJMnUY_OnI3y8uu6EQZzLAVgNXW3Z1","07/03/2021","DZH318Z0BQ34","013D","DZH318XZ3NZ4","Virtual Machines Dv2 Series - D2 v2 - CA Central","Virtual Machines Dv2 Series","new","0.14","1","100.54","13.07","113.61","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","95f8e05f-cd74-da85-74a8-d9db8d0c1339","06/01/2021","06/30/2021","1 Compute Hour","0.119","1 Hour","c01742a47d9e","697.450249","","USD","1.2115","06/30/2021","Virtual Machines Dv2/DSv2 Series - D2 v2/DS2 v2 Hours - CA Central","1263A177DCEBAEF2802470D231F65879C42FADDAA0A4AD59162557C002A1D9FC","","","","fa3b3c66-3287-4744-b856-8cef2f718c19","",""
"8bd6856a-5363-42a4-9c85-39747740a018","ad69d422-4fa7-42b0-a4d3-f58410f311ed","Aptum","disks.onmicrosoft.com","CA","G004733043","667319","nMXHKNnEi2s1YgArHs7vS6QQr3aKEnVU1","07/03/2021","DZH318Z0BNZ5","006G","DZH318Z09XMS","Tables - LRS","Tables","new","0.045","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","a7b6cb3d-202a-a2d8-3997-2077a7326068","06/01/2021","06/30/2021","Data Stored (GB/Month)","0.03825","10K","ba576a4a4cae","0.006411","","USD","1.2115","06/30/2021","Tables - LRS Data Stored (GB/Month)","9789697A67FD7A103349F83952BD0B5B907429C1361725D269E127F4247AF6B8","","","","05bb92b5-4fe2-4d2b-a5fc-feb682e37b16","",""
"8bd6856a-5363-42a4-9c85-39747740a018","d8f6e73d-76d0-4a68-bfb1-cfede135ce05","High Arctic Energy Services","haes.ca","CA","G004733043","667319","SbgeBYRO_cAvrdoyUNkoRrxWJVgJnXTc1","07/03/2021","DZH318Z0BP0L","01C2","DZH318Z0BF5N","Standard HDD Managed Disks - Snapshots LRS - US West 2","Standard HDD Managed Disks","new","0.05","1","3.9","0.51","4.41","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","aee41329-5355-0428-bdbf-c9d9242a66c5","06/01/2021","06/30/2021","Snapshots (GB/Month)","0.0425","1/Month","be7266af921c","75.811782","","USD","1.2115","06/30/2021","Standard HDD Managed Disks - LRS Snapshots (GB/Month) - US West 2","E4D262C1E0402E1A09808842ADF902F8C20845D67A7AB9A9AEAF88FC3527441F","","","","50603136-9251-4e17-b598-ae266698bdae","",""
"8bd6856a-5363-42a4-9c85-39747740a018","ba16ce7d-6147-4e0d-89f4-9c4411371758","cba.ca","cba.ca","CA","G004733043","667319","DkTkSk08TIMMN1oEZ43mSpHMxhoiqlHM1","07/03/2021","DZH318Z0C0XP","0001","DZH318Z0BMM9","Virtual Network Private Link","Virtual Network Private Link","new","0.01","1","9.02","1.17","10.19","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","ac7ef937-da9d-6d43-59f6-4934014ffd02","06/01/2021","06/30/2021","Data Processed - Egress (GB)","0.0085","1 Hour","50f410805912","877.225809","","USD","1.2115","06/30/2021","Virtual Network Private Link - Data Processed - Egress (GB)","8A68B959E831E24603FECFA16436CC22BBA134A24A959A3AFFD3C3F546785977","","","","9bbb6e38-9a39-4dea-945e-2a32edf0a43d","",""
"8bd6856a-5363-42a4-9c85-39747740a018","baf00b3a-3dce-4b83-a82c-e4ffaee51f84","Ayuda Media Systems","giovanayudasystems.onmicrosoft.com","CA","G004733043","667319","tQARKwLoLPlj_jqQNZq7QYlQeAJ2v5fw1","07/03/2021","DZH318Z0BQLB","016X","DZH318Z0JQLM","Azure Monitor - Alerts","Azure Monitor","new","0.1","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed"",""100.0% Tier 1 Discount""]","Microsoft","","Azure plan","5d50f440-5755-a01f-402b-4e8d4d6b9ba1","06/01/2021","06/30/2021","1 Metric Monitored/Month","0","1","d4bd86962b91","10","","USD","1.2115","06/30/2021","Azure Monitor - Alerts - Metrics Monitored/Month","EE7A29EEF33D69808811EA3C3211ED61FDEF25B864938CEA4A0C2A643D960308","","","","04bf1589-5a97-462a-8186-43b70bda211e","",""
"8bd6856a-5363-42a4-9c85-39747740a018","d69b3567-877c-4286-be00-05eb399ef140","Softchoice LP (Shared Services)","services.softchoice.com","CA","G004733043","667319","rfXjYobI_h2uSHZ-x5cbSorVR1j3pkmc1","07/03/2021","DZH318Z0BNZJ","006G","DZH318Z0KJJL","Blob Storage - Hot GRS - CA Central","Blob Storage","new","0.11","1","0.24","0.03","0.27","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","aa3cf612-da99-32d5-2618-0caded21c648","06/01/2021","06/30/2021","10K Write Operations","0.0935","10K","2e2b05183fea","2.1713","","USD","1.2115","06/30/2021","Tiered Block Blob - Hot GRS - 10K Write Operations - CA Central","0F64B981D791FC76799C352FAAFABB02518615F69C3C60E63D55663524A0739F","","","","3795e6a7-b5c4-4c4c-8f1c-23c1db790036","",""
"8bd6856a-5363-42a4-9c85-39747740a018","b904dd8d-08a4-4379-bec5-b8f833c381e5","Cority Inc.","Medgate.onmicrosoft.com","CA","G004733043","667319","crDBnoRFE-XkIWxFjHXhSYQ4xyFLB_-41","07/03/2021","DZH318Z0BNZF","004V","DZH318Z08SGP","Standard Page Blob - LRS","Standard Page Blob","new","0.00036","1","0.41","0.05","0.46","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","039f70f7-a8e7-4650-c45e-67b90d12d07f","06/01/2021","06/30/2021","10K Read Operations","0.000306","10K","0172dc1c7b0e","1116.589","","USD","1.2115","06/30/2021","Standard Page Blob - 10K Read Operations","A522A5797751B8107DA65D3617C0E172F8AD82F75BBDC9DA199350C501FBBB20","","","","ddbfda1a-2551-47ff-8e2f-9b1ce39ae8cb","",""
"8bd6856a-5363-42a4-9c85-39747740a018","0d03e705-5d75-40a0-9dce-d576ec925491","Archon Systems","archonsystems.com","CA","G004733043","667319","Sjbk7VNOpgUu2jNyeY0TS7Q_5gODT2wE1","07/03/2021","DZH318Z0BNZ4","002B","DZH318Z0879T","Queues v2 - LRS - US East","Queues v2","new","0.004","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","de94fa6b-8dc4-a0a8-6955-5480075783da","06/01/2021","06/30/2021","10K Class 1 Operations","0.0034","10K","81dd4f2bd413","0.0001","","USD","1.2115","06/30/2021","Queues v2 - LRS - 10K Class 1 Operations - US East","13B0EDEB8ABBFB53ECEDE0285F847A27A7E34771AC346F45AE54E1C60E6A3D25","","","","e6975b33-e08a-4c8d-bef5-d77a6be874e3","",""
"8bd6856a-5363-42a4-9c85-39747740a018","53244bbe-ee09-4ab0-9f7f-a4854b23a664","2020 Spaces","2020spaces.onmicrosoft.com","CA","G004733043","667319","SQTuvoOOX9LMkHGhVRHJTIMZ1_GNgRQS1","07/03/2021","DZH318Z0BNXC","000M","DZH318Z0C3TX","Basic Application Gateway - Small - EU North","Basic Application Gateway","new","0.028","1","23.29","3.03","26.32","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","3b33915e-9935-4d5e-d308-7ce7a63147f8","06/01/2021","06/30/2021","1 Gateway Hour","0.0238","1 Hour","c511715e810b","807.983353","","USD","1.2115","06/30/2021","Basic Application Gateway - Small - Gateway Hours - EU North","084C5EF543762E38BD50ED9428A4033930500183279FD30207ECA3F2371EECA3","","","","05270c74-b816-48a3-a802-396546fc01ee","",""
"8bd6856a-5363-42a4-9c85-39747740a018","425384d7-449d-4d45-b849-943c2d2c9d13","Accident Support Services","accsupport.com","CA","G004733043","667319","yMCObdgoFF1IWLdmaDswQbdYRovptHZz1","07/03/2021","DZH318Z0BNZH","006G","DZH318Z08KG8","General Block Blob - GRS","General Block Blob","new","0.00036","1","0.04","0.01","0.05","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","aed464c2-eba8-d864-91ee-3ba7d3767b36","06/01/2021","06/30/2021","10K Write Operations","0.000306","10K","34ed6fbe2a08","161.5778","","USD","1.2115","06/30/2021","General Block Blob - GRS - 10K Write Operations","B728C4442AE348C1B32AD65726FFD5563FFAC96093F1F2A0F1C2B28A561C95F1","","","","d563fd27-ecdd-4db9-a905-4d78cbd64727","",""
"8bd6856a-5363-42a4-9c85-39747740a018","dd3ba634-4b9a-403a-b2d9-76a49dbcfa2b","GIRO Inc","giro.ca","CA","G004733043","667319","bXXHxh2FgmCNpNn_rzu1RqnDddofuz_J1","07/03/2021","DZH318Z0BNZJ","008R","DZH318Z0KPNV","Blob Storage - Hot LRS - EU West","Blob Storage","new","0.054","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","fbd966c9-2a3c-f158-e30e-2aacee4fef44","06/01/2021","06/30/2021","10K List and Create Container Operations","0.0459","10K","181e6f8e8c1c","0.001","","USD","1.2115","06/30/2021","Tiered Block Blob - LRS - 10K List and Create Container Operations - EU West","8995F9CE3ECE9BE2237D864B3021C7BEF7FB6B93D624273760431D15ADFE3FA0","","","","8255c6ec-7899-4755-9a41-8d8506220977","",""
"8bd6856a-5363-42a4-9c85-39747740a018","89c4620f-206c-4775-922f-646ae12b6eed","Unified Alloys Ltd.","unifiedalloys.onmicrosoft.com","CA","G004733043","667319","1Jb4AUdhuIm_Bf6j1RuFQbDVJ2AcJLNg1","07/03/2021","DZH318Z0BP0B","004M","DZH318Z0DJNJ","Files - LRS","Files","new","0.0015","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","a9fe18d8-cfbd-4af7-c8c7-0a4808cb53e7","06/01/2021","06/30/2021","10K Protocol Operations","0.001275","10K","c47ef65b0314","5.7295","","USD","1.2115","06/30/2021","Files - 10K Protocol Operations","01E0CB5960103A4956E975F0B247DE802C21EFE7C68EBE84F169D6DC68780F5B","","","","458f051f-c39f-45f8-9ea3-e883943e7112","",""
"8bd6856a-5363-42a4-9c85-39747740a018","cc225753-107a-4597-990e-5e769ba1fc10","Datafix","infodatafix.onmicrosoft.com","CA","G004733043","667319","AhbPnv_5b8KXydHlNceOSoQRRihCBne51","07/03/2021","DZH318Z0BQG0","001J","DZH318Z0C9ZB","Key Vault - Premium","Key Vault","new","0.03","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","7f64faac-f7c5-16fe-1444-3d76b9a02e31","06/01/2021","06/30/2021","10K Operations","0.0255","1","53608831e6f3","0.2312","","USD","1.2115","06/30/2021","Key Vault - 10K Operations","0B3CAA0444F0EAD2911C2515D8869D6E874AF9FE3714B833B82CB78E07FB176C","","","","38f0e3d6-6f61-493d-9fa5-6eddce9b6803","",""
"8bd6856a-5363-42a4-9c85-39747740a018","cc225753-107a-4597-990e-5e769ba1fc10","Datafix","infodatafix.onmicrosoft.com","CA","G004733043","667319","Wjfw1NmXqeKJbA37_RS-RbObvpUl2_JM1","07/03/2021","DZH318Z0C5TM","0003","DZH318Z0BMK3","Bandwidth Inter-Region - Inter Continent - Intercontinental","Bandwidth Inter-Region","new","0.05","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed"",""100.0% Tier 1 Discount""]","Microsoft","","Azure plan","7f64faac-f7c5-16fe-1444-3d76b9a02e31","06/01/2021","06/30/2021","Data Transfer Out - Trans-Atlantic (GB)","0","1 GB","5d019fe4e3ed","0.024936","","USD","1.2115","06/30/2021","Bandwidth Inter-Region - Data Transfer Out - NAM or EU To Any (GB) - Intercontinental","FED2238677C8AABF22EE3B925E946F69AC7F3FF059F3643A8AF257F87BCDEBBA","","","","7e321c65-0daa-4f0e-9dcb-5ebac1e6bc9d","",""
"8bd6856a-5363-42a4-9c85-39747740a018","31bff928-3320-4ccf-a29d-07cb232e2de3","360Incentives.com Canada ULC","360in.onmicrosoft.com","CA","G004733043","667319","UKsyWZHyzX5wjWtnRdyUQoZRCJq0cE0c1","07/03/2021","DZH318Z0BNZJ","005H","DZH318Z0KM3R","Blob Storage - Hot LRS - US East 2","Blob Storage","new","0.05","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","22568e98-9501-4e35-ae1e-e6ddadac3223","06/01/2021","06/30/2021","10K List and Create Container Operations","0.0425","10K","c7526d599954","0.0091","","USD","1.2115","06/30/2021","Tiered Block Blob - LRS - 10K List and Create Container Operations - US East 2","27AA2A60871D34C265124BC9B247D22C98DCA65B7C57F00505813CB2FF690B05","","","","7028fd0c-7963-4dec-af90-d3dcac6cd5a5","",""
"8bd6856a-5363-42a4-9c85-39747740a018","53244bbe-ee09-4ab0-9f7f-a4854b23a664","2020 Spaces","2020spaces.onmicrosoft.com","CA","G004733043","667319","M0Wq8PQEbCmoDT3IscAfTaUEkPUOqLGC1","07/03/2021","DZH318Z0BNZH","006F","DZH318Z08CQR","General Block Blob - LRS","General Block Blob","new","0.00036","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","3b33915e-9935-4d5e-d308-7ce7a63147f8","06/01/2021","06/30/2021","10K Write Operations","0.000306","10K","686f8c99b958","3.8662","","USD","1.2115","06/30/2021","General Block Blob - LRS - 10K Write Operations","0406043DE869F283774E0FEE11464BFEB7EA9C1A754757FEB0EC564423720FCB","","","","1b0aa4e5-69db-4af2-ae3c-7e9491c3abaf","",""
"8bd6856a-5363-42a4-9c85-39747740a018","69e643b5-18df-46af-ace9-a2886ef94244","Geoforce Canada","trakopolis.com","CA","G004733043","667319","6BcizgovWngPnduY4Rf4T6XT0YuUODcQ1","07/03/2021","DZH318Z0BQCL","0007","DZH318Z0BM4R","SQL Database Premium - Storage - US North Central","SQL Database Premium - Storage","new","0.408","1","103.34","13.43","116.77","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","8d394c93-cb1a-4145-cd03-8e37df38144c","06/01/2021","06/30/2021","Data Stored (GB/Month)","0.3468","1 GB/Month","e94202426106","245.9677419354","","USD","1.2115","06/30/2021","SQL Database Premium - Storage - Data Stored (GB/Month) - US North Central","31808A24E1AC4D4E400602EAE3D155852B8E675584F44389A3F12F577765E466","","","","7e7ca7bf-bdbc-4f44-8ace-7e14cd0efd99","",""
"8bd6856a-5363-42a4-9c85-39747740a018","baf00b3a-3dce-4b83-a82c-e4ffaee51f84","Ayuda Media Systems","giovanayudasystems.onmicrosoft.com","CA","G004733043","667319","4l4hHaQ6r0xBT6NNLZieS6l6m0nsoU-21","07/03/2021","DZH318Z0BP04","00CS","DZH318Z0BD5B","Premium SSD Managed Disks - P30 - US East","Premium SSD Managed Disks","new","135.17","1","139.2","18.1","157.3","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","5d50f440-5755-a01f-402b-4e8d4d6b9ba1","06/01/2021","06/30/2021","1 Disk/Month","114.8945","1/Month","ec440a5e384e","1.00008","","USD","1.2115","06/30/2021","Premium SSD Managed Disks - P30 - LRS - Disk Month - US East","DF2086E33A95FC9CE7A4ECBADF99E81DFC222DCAC80793115A7945CE8087DDFD","","","","74c3935e-e8d4-4ae6-b4e9-3e6f69dee92f","",""
"8bd6856a-5363-42a4-9c85-39747740a018","7811c6b6-7003-4a16-87b5-93ef93766196","LAWPRO","lawpro.ca","CA","G004733043","667319","202IgTSMxDsnC98Qy3OWQaSbxWe-bpbK1","07/03/2021","DZH318Z0C5TM","0007","DZH318Z0BMJK","Bandwidth Inter-Region - Intra Continent - North America","Bandwidth Inter-Region","new","0.02","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","88b14b68-aadc-fd92-d85b-3d2c1a120c92","06/01/2021","06/30/2021","Data Transfer Out (GB)","0.017","1 GB","997babf513dd","0.53056","","USD","1.2115","06/30/2021","Bandwidth Inter-Region - Data Transfer Out (GB) - North America","AA2C24111FC5EA3C5EAD93A81B4392868956402833F00A5EE6C3800115113C08","","","","870a7d6f-b649-44a0-b170-43c04d0dc979","",""
"8bd6856a-5363-42a4-9c85-39747740a018","e713138f-b10b-49f2-ae6c-6eba49cbc6a3","Softchoice (Nerdio)","","CA","G004733043","667319","xSX5eu9CM0n8mK34uTBZSq1U4UqhqkGn1","06/29/2021","DZH318Z0BPS6","0001","DZH318Z0BNC4","Azure plan","Azure plan","new","0","1","0","0","0","CAD","","Microsoft Corporation","","","888bda68-b9e8-4602-df51-8aba5763cd69","06/29/2021","","","0","","4c80fbd907e2","1","","USD","1.2115","06/29/2021","","{""PCTest"":""338de8d6-641e-4aaf-a0af-d8cba83c43a4""}","","","","aa4c9b2c-cfdd-4837-b802-f30b0091f4c3","",""
